"genus","species","authority","year"
"Phyllodactylus","leoni","TORRES-CARVAJAL CARVAJAL-CAMPOS BARNES NICHOLLS & POZO-ANDRADE",2013
"Phyllodactylus","lepidopygus","TSCHUDI",1845
"Phyllodactylus","magister","NOBLE",1924
"Phyllodactylus","martini","LIDTH DE JEUDE",1887
"Phyllodactylus","microphyllus","COPE",1875
"Phyllodactylus","muralis","TAYLOR",1940
"Phyllodactylus","nocticolus","DIXON",1964
"Phyllodactylus","pachamama","KOCH FLECKS VENEGAS BIALKE VALVERDE & RODDER",2016
"Phyllodactylus","palmeus","DIXON",1968
"Phyllodactylus","papenfussi","MURPHY BLAIR & DE LA CRUZ",2009
"Phyllodactylus","paralepis","MCCRANIE & HEDGES",2013
"Phyllodactylus","partidus","DIXON",1966
"Phyllodactylus","paucituberculatus","DIXON",1960
"Phyllodactylus","pulcher","GRAY",1830
"Phyllodactylus","pumilus","DIXON & HUEY",1970
"Phyllodactylus","reissii","PETERS",1862
"Phyllodactylus","rutteni","HUMMELINCK",1940
"Phyllodactylus","sentosus","DIXON & HUEY",1970
"Phyllodactylus","sommeri","SCHWARTZ",1979
"Phyllodactylus","thompsoni","VENEGAS TOWNSEND KOCH & BOHME",2008
"Phyllodactylus","transversalis","HUEY",1975
"Phyllodactylus","tuberculosus","WIEGMANN",1834
"Phyllodactylus","unctus","COPE",1863
"Phyllodactylus","ventralis","O'SHAUGHNESSY",1875
"Phyllodactylus","wirshingi","KERSTER & SMITH",1955
"Phyllodactylus","xanti","COPE",1863
"Phyllopezus","heuteri","CACCIALI LOTZKAT GAMBLE & KOHLER",2018
"Phyllopezus","lutzae","LOVERIDGE",1941
"Phyllopezus","maranjonensis","KOCH VENEGAS & BOHME",2006
"Phyllopezus","periosus","RODRIGUES",1986
"Phyllopezus","pollicaris","SPIX",1825
"Phyllopezus","przewalskii","KOSLOWSKY",1895
"Phyllorhynchus","browni","STEJNEGER",1890
"Phyllorhynchus","decurtatus","COPE",1868
"Phyllurus","amnicola","COUPER SCHNEIDER HOSKIN & COVACEVICH",2000
"Phyllurus","caudiannulatus","COVACEVICH",1975
"Phyllurus","championae","COUPER SCHNEIDER HOSKIN & COVACEVICH",2000
"Phyllurus","gulbaru","HOSKIN COUPER & SCHNEIDER",2003
"Phyllurus","isis","COUPER COVACEVICH & MORITZ",1993
"Phyllurus","kabikabi","COUPER HAMLEY & HOSKIN",2008
"Phyllurus","nepthys","COUPER COVACEVICH & MORITZ",1993
"Phyllurus","ossa","COUPER COVACEVICH & MORITZ",1993
"Phyllurus","pinnaclensis","HOSKIN BERTOLA & HIGGIE",2019
"Phyllurus","platurus","SHAW",1790
"Phymaturus","aguanegra","LOBO LASPIUR & ACOSTA",2013
"Phymaturus","aguedae","TRONCOSO-PALACIOS & ESQUERRE",2014
"Phymaturus","alicahuense","NUNEZ VELOSO ESPEJO VELOSO CORTES & ARAYA",2010
"Phymaturus","antofagastensis","PEREYRA",1985
"Phymaturus","bibronii","GUICHENOT",1848
"Phymaturus","cacivioi","LOBO & NENDA",2015
"Phymaturus","calcogaster","SCOLARO & CEI",2003
"Phymaturus","camilae","SCOLARO JARA & PINCHEIRA-DONOSO",2013
"Phymaturus","castillensis","SCOLARO & PINCHEIRA-DONOSO",2010
"Phymaturus","ceii","SCOLARO & IBARGUENGOYTIA",2007
"Phymaturus","curivilcun","SCOLARO CORBALAN TAPPARI & STREITENBERGER",2016
"Phymaturus","darwini","NUNEZ VELOSO ESPEJO VELOSO CORTES & ARAYA",2010
"Phymaturus","delheyi","AVILA PEREZ PEREZ & MORANDO",2011
"Phymaturus","denotatus","LOBO NENDA & SLODKI",2012
"Phymaturus","desuetus","SCOLARO & TAPPARI",2009
"Phymaturus","dorsimaculatus","LOBO & QUINTEROS",2005
"Phymaturus","etheridgei","LOBO ABDALA & VALDECANTOS",2010
"Phymaturus","extrilidus","LOBO ESPINOZA SANABRIA & QUIROGA",2012
"Phymaturus","felixi","LOBO ABDALA & VALDECANTOS",2010
"Phymaturus","indistinctus","CEI & CASTRO",1973
"Phymaturus","laurenti","LOBO ABDALA & VALDECANTOS",2010
"Phymaturus","loboi","TRONCOSO-PALACIOS FERRI-YANEZ LASPIUR & AGUILAR",2019
"Phymaturus","mallimaccii","CEI",1980
"Phymaturus","manuelae","SCOLARO & IBARGUENGOYTIA",2008
"Phymaturus","maulense","NUNEZ VELOSO ESPEJO VELOSO CORTES & ARAYA",2010
"Phymaturus","nevadoi","CEI & ROIG",1975
"Phymaturus","palluma","MOLINA",1782
"Phymaturus","patagonicus","KOSLOWSKY",1898
"Phymaturus","payuniae","CEI & CASTRO",1973
"Phymaturus","punae","CEI ETHERIDGE & VIDELA",1985
"Phymaturus","querque","LOBO ABDALA & VALDECANTOS",2010
"Phymaturus","rahuensis","GONZALEZ-MARIN FULVIO-PEREZ MINOLI MORANDO & AVILA",2016
"Phymaturus","roigorum","LOBO & ABDALA",2007
"Phymaturus","sinervoi","SCOLARO DE LA CRUZ & IBARGUENGOYTIA",2012
"Phymaturus","sitesi","AVILA PEREZ PEREZ & MORANDO",2011
"Phymaturus","somuncurensis","CEI & CASTRO",1973
"Phymaturus","spurcus","BARBOUR",1921
"Phymaturus","tenebrosus","LOBO & QUINTEROS",2005
"Phymaturus","timi","HIBBARD NENDA & LOBO",2019
"Phymaturus","tromen","LOBO & NENDA",2015
"Phymaturus","verdugo","CEI & VIDELA",2003
"Phymaturus","videlai","SCOLARO & PINCHEIRA-DONOSO",2010
"Phymaturus","vociferator","PINCHEIRA-DONOSO",2004
"Phymaturus","williamsi","LOBO LASPIUR & ACOSTA",2013
"Phymaturus","yachanana","AVILA PEREZ MINOLI & MORANDO",2014
"Phymaturus","zapalensis","CEI & CASTRO",1973
"Physignathus","cocincinus","CUVIER",1829
"Phytolopsis","punctata","GRAY",1849
"Pinoyscincus","abdictus","BROWN & ALCALA",1980
"Pinoyscincus","coxi","TAYLOR",1915
"Pinoyscincus","jagori","PETERS",1864
"Pinoyscincus","llanosi","TAYLOR",1919
"Pinoyscincus","mindanensis","TAYLOR",1915
"Pituophis","catenifer","BLAINVILLE",1835
"Pituophis","deppei","DUMERIL",1853
"Pituophis","insulanus","KLAUBER",1946
"Pituophis","lineaticollis","COPE",1861
"Pituophis","melanoleucus","DAUDIN",1803
"Pituophis","ruthveni","STULL",1929
"Pituophis","vertebralis","BLAINVILLE",1835
"Placosoma","cipoense","CUNHA",1966
"Placosoma","cordylinum","TSCHUDI",1847
"Placosoma","glabellum","PETERS",1870
"Placosoma","limaverdorum","BORGES-NOJOSA CARAMASCHI & RODRIGUES",2016
"Plagiopholis","blakewayi","BOULENGER",1893
"Plagiopholis","delacouri","ANGEL",1929
"Plagiopholis","nuchalis","BOULENGER",1893
"Plagiopholis","styani","BOULENGER",1899
"Platyceps","afarensis","SCHATTI & INEICH",2004
"Platyceps","bholanathi","SHARMA",1976
"Platyceps","brevis","BOULENGER",1895
"Platyceps","collaris","MULLER",1878
"Platyceps","elegantissimus","GUNTHER",1878
"Platyceps","florulentus","GEOFFROY SAINT-HILAIRE",1827
"Platyceps","gracilis","GUNTHER",1862
"Platyceps","insulanus","MERTENS",1965
"Platyceps","karelini","BRANDT",1838
"Platyceps","ladacensis","ANDERSON",1871
"Platyceps","largeni","SCHATTI",2001
"Platyceps","messanai","SCHATTI & LANZA",1989
"Platyceps","najadum","EICHWALD",1831
"Platyceps","noeli","SCHATTI TILLACK KUCHARZEWSKI",2014
"Platyceps","rhodorachis","JAN",1863
"Platyceps","rogersi","ANDERSON",1893
"Platyceps","saharicus","SCHATTI & MCCARTHY",2004
"Platyceps","scortecci","LANZA",1963
"Platyceps","sinai","SCHMIDT & MARX",1956
"Platyceps","sindhensis","SCHATTI TILLACK KUCHARZEWSKI",2014
"Platyceps","somalicus","BOULENGER",1896
"Platyceps","taylori","PARKER",1949
"Platyceps","thomasi","PARKER",1931
"Platyceps","variabilis","BOULENGER",1905
"Platyceps","ventromaculatus","GRAY",1834
"Platyplectrurus","madurensis","BEDDOME",1877
"Platyplectrurus","trilineatus","BEDDOME",1867
"Platysaurus","attenboroughi","WHITING BRANCH PEPPER & KEOGH",2015
"Platysaurus","broadleyi","BRANCH & WHITING",1997
"Platysaurus","capensis","SMITH",1844
"Platysaurus","guttatus","SMITH",1849
"Platysaurus","imperator","BROADLEY",1962
"Platysaurus","intermedius","MATSCHIE",1891
"Platysaurus","lebomboensis","JACOBSEN",1994
"Platysaurus","maculatus","BROADLEY",1965
"Platysaurus","minor","FITZSIMONS",1930
"Platysaurus","mitchelli","LOVERIDGE",1953
"Platysaurus","monotropis","JACOBSEN",1994
"Platysaurus","ocellatus","BROADLEY",1962
"Platysaurus","orientalis","FITZSIMONS",1941
"Platysaurus","pungweensis","BROADLEY",1959
"Platysaurus","relictus","BROADLEY",1976
"Platysaurus","torquatus","PETERS",1879
"Plectrurus","aureus","BEDDOME",1880
"Plectrurus","guentheri","BEDDOME",1863
"Plectrurus","perroteti","DUMERIL BIBRON & DUMERIL",1854
"Plesiodipsas","perijanensis","ALEMAN",1953
"Plestiodon","anthracinus","BAIRD",1849
"Plestiodon","barbouri","VAN DENBURGH",1912
"Plestiodon","bilineatus","TANNER",1958
"Plestiodon","brevirostris","GUNTHER",1860
"Plestiodon","callicephalus","BOCOURT",1879
"Plestiodon","capito","BOCOURT",1879
"Plestiodon","chinensis","GRAY",1838
"Plestiodon","colimensis","TAYLOR",1935
"Plestiodon","copei","TAYLOR",1933
"Plestiodon","coreensis","DOI & KAMITA",1937
"Plestiodon","dicei","RUTHVEN & GAIGE",1933
"Plestiodon","dugesii","THOMINOT",1883
"Plestiodon","egregius","BAIRD",1858
"Plestiodon","elegans","BOULENGER",1887
"Plestiodon","fasciatus","LINNAEUS",1758
"Plestiodon","finitimus","OKAMOTO & HIKIDA",2012
"Plestiodon","gilberti","VAN DENBURGH",1896
"Plestiodon","indubitus","TAYLOR",1933
"Plestiodon","inexpectatus","TAYLOR",1932
"Plestiodon","japonicus","PETERS",1864
"Plestiodon","kishinouyei","STEJNEGER",1901
"Plestiodon","kuchinoshimensis","KURITA & HIKIDA",2014
"Plestiodon","lagunensis","VAN DENBURGH",1895
"Plestiodon","laticeps","SCHNEIDER",1801
"Plestiodon","latiscutatus","HALLOWELL",1861
"Plestiodon","leucostictus","HIKIDA",1988
"Plestiodon","liui","HIKIDA & ZHAO",1989
"Plestiodon","longirostris","COPE",1861
"Plestiodon","lotus","PAVON-VAZQUEZ NIETO-MONTES DE OCA MENDOZA-HERNANDEZ CENTENERO-ALCALA SANTA CRUZ-PADILLA & JIMENEZ-ARCOS",2017
"Plestiodon","lynxe","WIEGMANN",1834
"Plestiodon","marginatus","HALLOWELL",1861
"Plestiodon","multilineatus","TANNER",1957
"Plestiodon","multivirgatus","HALLOWELL",1857
"Plestiodon","nietoi","FERIA-ORTIZ & GARCIA-VAZQUEZ",2012
"Plestiodon","obsoletus","BAIRD & GIRARD",1852
"Plestiodon","ochoterenae","TAYLOR",1933
"Plestiodon","oshimensis","THOMPSON",1912
"Plestiodon","parviauriculatus","TAYLOR",1933
"Plestiodon","parvulus","TAYLOR",1933
"Plestiodon","popei","HIKIDA",1989
"Plestiodon","quadrilineatus","BLYTH",1853
"Plestiodon","reynoldsi","STEJNEGER",1910
"Plestiodon","septentrionalis","BAIRD",1858
"Plestiodon","skiltonianus","BAIRD & GIRARD",1852
"Plestiodon","stimpsonii","THOMPSON",1912
"Plestiodon","sumichrasti","COPE",1867
"Plestiodon","takarai","KURITA OTA & HIKIDA",2017
"Plestiodon","tamdaoensis","BOURRET",1937
"Plestiodon","tetragrammus","BAIRD",1859
"Plestiodon","tunganus","STEJNEGER",1924
"Pletholax","gracilis","COPE",1864
"Plica","caribeana","MURPHY & JOWERS",2013
"Plica","kathleenae","MURPHY & JOWERS",2013
"Plica","lumaria","DONNELLY & MYERS",1991
"Plica","medemi","MURPHY & JOWERS",2013
"Plica","pansticta","MYERS & DONNELLY",2001
"Plica","plica","LINNAEUS",1758
"Plica","rayi","MURPHY & JOWERS",2013
"Plica","umbra","LINNAEUS",1758
"Pliocercus","elapoides","COPE",1860
"Pliocercus","euryzonus","COPE",1862
"Podarcis","bocagei","LOPEZ-SEOANE",1885
"Podarcis","carbonelli","PEREZ MELLADO",1981
"Podarcis","cretensis","WETTSTEIN",1952
"Podarcis","erhardii","BEDRIAGA",1882
"Podarcis","filfolensis","BEDRIAGA",1876
"Podarcis","gaigeae","WERNER",1930
"Podarcis","guadarramae","BOSCA",1916
"Podarcis","hispanicus","STEINDACHNER",1870
"Podarcis","levendis","LYMBERAKIS POULAKAKIS KALIONTZOPOULOU VALAKOS & MYLONAS",2008
"Podarcis","lilfordi","GUNTHER",1874
"Podarcis","liolepis","BOULENGER",1905
"Podarcis","melisellensis","BRAUN",1877
"Podarcis","milensis","BEDRIAGA",1882
"Podarcis","muralis","LAURENTI",1768
"Podarcis","peloponnesiacus","BIBRON & BORY",1833
"Podarcis","pityusensis","BOSCA",1883
"Podarcis","raffonei","MERTENS",1952
"Podarcis","siculus","RAFINESQUE-SCHMALTZ",1810
"Podarcis","tauricus","PALLAS",1814
"Podarcis","tiliguerta","GMELIN",1789
"Podarcis","vaucheri","BOULENGER",1905
"Podarcis","virescens","GENIEZ SA-SOUSA GUILLAUME CLUCHIER & CROCHET",2014
"Podarcis","waglerianus","GISTEL",1868
"Poecilopholis","cameronensis","BOULENGER",1903
"Pogona","barbata","CUVIER",1829
"Pogona","henrylawsoni","WELLS & WELLINGTON",1985
"Pogona","microlepidota","GLAUERT",1952
"Pogona","minor","STERNFELD",1919
"Pogona","mitchelli","BADHAM",1976
"Pogona","nullarbor","BADHAM",1976
"Pogona","vitticeps","AHL",1926
"Polemon","acanthias","REINHARDT",1860
"Polemon","ater","PORTILLO BRANCH TILBURY NAGY HUGHES KUSAMBA MUNINGA ARISTOTE BEHANGANA & GREENBAUM",2019
"Polemon","barthii","JAN",1858
"Polemon","bocourti","MOCQUARD",1897
"Polemon","christyi","BOULENGER",1903
"Polemon","collaris","PETERS",1881
"Polemon","fulvicollis","MOCQUARD",1887
"Polemon","gabonensis","DUMERIL",1856
"Polemon","gracilis","BOULENGER",1911
"Polemon","graueri","STERNFELD",1908
"Polemon","griseiceps","LAURENT",1947
"Polemon","neuwiedi","JAN",1858
"Polemon","notatus","PETERS",1882
"Polemon","robustus","DE WITTE & LAURENT",1943
"Polychrus","acutirostris","SPIX",1825
"Polychrus","auduboni","HALLOWELL",1845
"Polychrus","femoralis","WERNER",1910
"Polychrus","gutturosus","BERTHOLD",1846
"Polychrus","jacquelinae","KOCH VENEGAS GARCIA-BRAVO & BOHME",2011
"Polychrus","liogaster","BOULENGER",1908
"Polychrus","marmoratus","LINNAEUS",1758
"Polychrus","peruvianus","NOBLE",1924
"Poromera","fordii","HALLOWELL",1857
"Porthidium","arcosae","SCHATTI & KRAMER",1993
"Porthidium","dunni","HARTWEG & OLIVER",1938
"Porthidium","hespere","CAMPBELL",1976
"Porthidium","lansbergii","SCHLEGEL",1841
"Porthidium","nasutum","BOCOURT",1868
"Porthidium","ophryomegas","BOCOURT",1868
"Porthidium","porrasi","LAMAR",2003
"Porthidium","volcanicum","SOLORZANO",1995
"Porthidium","yucatanicum","SMITH",1941
"Potamites","ecpleopus","COPE",1875
"Potamites","erythrocularis","CHAVEZ & CATENAZZI",2014
"Potamites","juruazensis","AVILA-PIRES & VITT",1998
"Potamites","montanicola","CHAVEZ & VASQUEZ",2012
"Potamites","ocellatus","SINITSIN",1930
"Potamites","strangulatus","COPE",1868
"Prasinohaema","flavipes","PARKER",1936
"Prasinohaema","parkeri","SMITH",1937
"Prasinohaema","prehensicauda","LOVERIDGE",1945
"Prasinohaema","semoni","OUDEMANS",1894
"Prasinohaema","virens","PETERS",1881
"Pristidactylus","achalensis","GALLARDO",1964
"Pristidactylus","alvaroi","DONOSO-BARROS",1975
"Pristidactylus","araucanus","GALLARDO",1964
"Pristidactylus","casuhatiensis","GALLARDO",1968
"Pristidactylus","fasciatus","D'ORBIGNY & BIBRON",1837
"Pristidactylus","nigroiugulus","CEI SCOLARO & VIDELA",2001
"Pristidactylus","scapulatus","BURMEISTER",1861
"Pristidactylus","torquatus","PHILIPPI",1861
"Pristidactylus","valeriae","DONOSO-BARROS",1966
"Pristidactylus","volcanensis","LAMBOROT & DIAZ",1987
"Pristurus","abdelkuri","ARNOLD",1986
"Pristurus","adrarensis","GENIEZ & ARNOLD",2006
"Pristurus","carteri","GRAY",1863
"Pristurus","celerrimus","ARNOLD",1977
"Pristurus","collaris","STEINDACHNER",1867
"Pristurus","crucifer","VALENCIENNES",1861
"Pristurus","flavipunctatus","RUPPELL",1835
"Pristurus","gallagheri","ARNOLD",1986
"Pristurus","guichardi","ARNOLD",1986
"Pristurus","insignis","BLANFORD",1881
"Pristurus","insignoides","ARNOLD",1986
"Pristurus","longipes","PETERS",1871
"Pristurus","masirahensis","TAMAR MITSI SIMO-RIUDALBAS TEJERO-CICUENDEZ AL-SARIRI & CARRANZA",2019
"Pristurus","mazbah","AL-SAFADI",1989
"Pristurus","minimus","ARNOLD",1977
"Pristurus","obsti","ROSLER & WRANIK",1999
"Pristurus","ornithocephalus","ARNOLD",1986
"Pristurus","phillipsii","BOULENGER",1895
"Pristurus","popovi","ARNOLD",1982
"Pristurus","rupestris","BLANFORD",1874
"Pristurus","saada","ARNOLD",1986
"Pristurus","samhaensis","ROSLER & WRANIK",1999
"Pristurus","schneideri","ROSLER KOHLER & BOHME",2008
"Pristurus","simonettai","LANZA & SASSI",1968
"Pristurus","sokotranus","PARKER",1938
"Pristurus","somalicus","PARKER",1932
"Proablepharus","reginae","GLAUERT",1960
"Proablepharus","tenuis","BROOM",1896
"Proahaetulla","antiqua","MALLIK ACHYUTHAN GANESH PAL VIJAYAKUMAR & SHANKER",2019
"Proatheris","superciliaris","PETERS",1855
"Procellosaurinus","erythrocercus","RODRIGUES",1991
"Procellosaurinus","tetradactylus","RODRIGUES",1991
"Proctoporus","bolivianus","WERNER",1910
"Proctoporus","carabaya","GOICOECHEA PADIAL CHAPARRO CASTROVIEJO-FISHER & DE LA RIVA",2013
"Proctoporus","cephalolineatus","GARCIA-PEREZ & YUSTIZ",1995
"Proctoporus","chasqui","CHAVEZ SIU-TING DURAN & VENEGAS",2011
"Proctoporus","guentheri","BOETTGER",1891
"Proctoporus","iridescens","GOICOECHEA PADIAL CHAPARRO CASTROVIEJO-FISHER & DE LA RIVA",2013
"Proctoporus","kiziriani","GOICOECHEA PADIAL CHAPARRO CASTROVIEJO-FISHER & DE LA RIVA",2013
"Proctoporus","lacertus","STEJNEGER",1913
"Proctoporus","laudahnae","KOHLER & LEHR",2004
"Proctoporus","machupicchu","MAMANI GOICOECHEA & CHAPARRO",2015
"Proctoporus","oreades","CHAVEZ SIU-TING DURAN & VENEGAS",2011
"Proctoporus","pachyurus","TSCHUDI",1845
"Proctoporus","rahmi","DE GRIJS",1936
"Proctoporus","spinalis","BOULENGER",1911
"Proctoporus","sucullucu","DOAN & CASTOE",2003
"Proctoporus","unsaacae","DOAN & CASTOE",2003
"Proctoporus","xestus","UZZELL",1969
"Proscelotes","aenea","BARBOUR & LOVERIDGE",1928
"Proscelotes","arnoldi","HEWITT",1932
"Proscelotes","eggeli","TORNIER",1902
"Prosymna","ambigua","BOCAGE",1873
"Prosymna","angolensis","BOULENGER",1915
"Prosymna","bivittata","WERNER",1903
"Prosymna","frontalis","PETERS",1867
"Prosymna","greigerti","MOCQUARD",1906
"Prosymna","janii","BIANCONI",1862
"Prosymna","lineata","PETERS",1871
"Prosymna","meleagris","REINHARDT",1843
"Prosymna","ornatissima","BARBOUR & LOVERIDGE",1928
"Prosymna","pitmani","BATTERSBY",1951
"Prosymna","ruspolii","BOULENGER",1896
"Prosymna","semifasciata","BROADLEY",1995
"Prosymna","somalica","PARKER",1930
"Prosymna","stuhlmanni","PFEFFER",1893
"Prosymna","sundevalli","SMITH",1849
"Prosymna","visseri","FITZSIMONS",1959
"Protobothrops","cornutus","SMITH",1930
"Protobothrops","dabieshanensis","HUANG PAN HAN ZHANG HOU YU ZHENG & ZHANG",2012
"Protobothrops","elegans","GRAY",1849
"Protobothrops","flavoviridis","HALLOWELL",1861
"Protobothrops","himalayanus","PAN CHETTRI YANG JIANG WANG ZHANG & VOGEL",2013
"Protobothrops","jerdonii","GUNTHER",1875
"Protobothrops","kaulbacki","SMITH",1940
"Protobothrops","mangshanensis","ZHAO",1990
"Protobothrops","maolanensis","YANG ORLOV & WANG",2011
"Protobothrops","mucrosquamatus","CANTOR",1839
"Protobothrops","sieversorum","ZIEGLER HERRMANN DAVID ORLOV & PAUWELS",2000
"Protobothrops","tokarensis","NAGAI",1928
"Protobothrops","trungkhanhensis","ORLOV RYABOV & NGUYEN",2009
"Protobothrops","xiangchengensis","ZHAO JIANG & HUANG",1979
"Psammodromus","algirus","LINNAEUS",1758
"Psammodromus","blanci","LATASTE",1880
"Psammodromus","edwarsianus","DUGES",1829
"Psammodromus","hispanicus","FITZINGER",1826
"Psammodromus","microdactylus","BOETTGER",1881
"Psammodromus","occidentalis","FITZE GONZALEZ-JIMENA SAN-JOSE SAN MAURO & ZARDOYA",2012
"Psammodynastes","pictus","GUNTHER",1858
"Psammodynastes","pulverulentus","BOIE",1827
"Psammophilus","blanfordanus","STOLICZKA",1871
"Psammophilus","dorsalis","GRAY",1831
"Psammophis","aegyptius","MARX",1958
"Psammophis","afroccidentalis","TRAPE BOHME & MEDIANNIKOV",2019
"Psammophis","angolensis","BOCAGE",1872
"Psammophis","ansorgii","BOULENGER",1905
"Psammophis","biseriatus","PETERS",1881
"Psammophis","brevirostris","PETERS",1881
"Psammophis","condanarus","MERREM",1820
"Psammophis","crucifer","DAUDIN",1803
"Psammophis","elegans","SHAW",1802
"Psammophis","indochinensis","SMITH",1943
"Psammophis","jallae","PERACCA",1896
"Psammophis","leightoni","BOULENGER",1902
"Psammophis","leithii","GUNTHER",1869
"Psammophis","leopardinus","BOCAGE",1887
"Psammophis","lineatus","DUMERIL BIBRON & DUMERIL",1854
"Psammophis","lineolatus","BRANDT",1838
"Psammophis","longifrons","BOULENGER",1890
"Psammophis","mossambicus","PETERS",1882
"Psammophis","namibensis","BROADLEY",1975
"Psammophis","notostictus","PETERS",1867
"Psammophis","occidentalis","WERNER",1919
"Psammophis","orientalis","BROADLEY",1977
"Psammophis","phillipsii","HALLOWELL",1844
"Psammophis","praeornatus","SCHLEGEL",1837
"Psammophis","pulcher","BOULENGER",1895
"Psammophis","punctulatus","DUMERIL BIBRON & DUMERIL",1854
"Psammophis","rukwae","BROADLEY",1966
"Psammophis","schokari","FORSKAL",1775
"Psammophis","sibilans","LINNAEUS",1758
"Psammophis","subtaeniatus","PETERS",1882
"Psammophis","sudanensis","WERNER",1919
"Psammophis","tanganicus","LOVERIDGE",1940
"Psammophis","trigrammus","GUNTHER",1865
"Psammophis","trinasalis","WERNER",1902
"Psammophis","zambiensis","HUGHES",2002
"Psammophylax","kellyi","KEATES CONRADIE GREENBAUM & EDWARDS",2019
"Psammophylax","multisquamis","LOVERIDGE",1932
"Psammophylax","ocellatus","BOCAGE",1873
"Psammophylax","rhombeatus","LINNAEUS",1758
"Psammophylax","tritaeniatus","GUNTHER",1868
"Psammophylax","variabilis","GUNTHER",1893
"Pseudagkistrodon","rudis","BOULENGER",1906
"Pseudalsophis","biserialis","GUNTHER",1860
"Pseudalsophis","darwini","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN",2018
"Pseudalsophis","dorsalis","STEINDACHNER",1876
"Pseudalsophis","elegans","TSCHUDI",1845
"Pseudalsophis","hephaestus","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN",2018
"Pseudalsophis","hoodensis","VAN DENBURGH",1912
"Pseudalsophis","occidentalis","VAN DENBURGH",1912
"Pseudalsophis","slevini","VAN DENBURGH",1912
"Pseudalsophis","steindachneri","VAN DENBURGH",1912
"Pseudalsophis","thomasi","ZAHER YANEZ-MUNOZ RODRIGUES GRABOSKI MACHADO ALTAMIRANO-BENAVIDES BONATTO & GRAZZIOTIN",2018
"Pseudaspis","cana","LINNAEUS",1758
"Pseudechis","australis","GRAY",1842
"Pseudechis","butleri","SMITH",1982
"Pseudechis","colletti","BOULENGER",1902
"Pseudechis","guttatus","DE VIS",1905
"Pseudechis","pailsei","HOSER",1998
"Pseudechis","papuanus","PETERS & DORIA",1878
"Pseudechis","porphyriacus","SHAW",1794
"Pseudechis","rossignolii","HOSER",2000
"Pseudechis","weigeli","WELLS & WELLINGTON",1987
"Pseudelaphe","flavirufa","COPE",1867
"Pseudelaphe","phaescens","DOWLING",1952
"Pseudemoia","baudini","GREER",1982
"Pseudemoia","cryodroma","HUTCHINSON & DONNELLAN",1992
"Pseudemoia","entrecasteauxii","DUMERIL & BIBRON",1839
"Pseudemoia","pagenstecheri","LINDHOLM",1901
"Pseudemoia","rawlinsoni","HUTCHINSON & DONNELLAN",1988
"Pseudemoia","spenceri","LUCAS & FROST",1894
"Pseuderemias","brenneri","PETERS",1869
"Pseuderemias","erythrosticta","BOULENGER",1891
"Pseuderemias","mucronata","BLANFORD",1870
"Pseuderemias","savagei","GANS LAURENT & PANDIT",1965
"Pseuderemias","septemstriata","PARKER",1942
"Pseuderemias","smithii","BOULENGER",1895
"Pseuderemias","striatus","PETERS",1874
"Pseudoacontias","angelorum","NUSSBAUM & RAXWORTHY",1995
"Pseudoacontias","madagascariensis","BOCAGE",1889
"Pseudoacontias","menamainty","ANDREONE & GREER",2002
"Pseudoacontias","unicolor","SAKATA & HIKIDA",2003
"Pseudoboa","coronata","SCHNEIDER",1801
"Pseudoboa","haasi","BOETTGER",1905
"Pseudoboa","martinsi","ZAHER OLIVEIRA & FRANCO",2008
"Pseudoboa","neuwiedii","DUMERIL BIBRON & DUMERIL",1854
"Pseudoboa","nigra","DUMERIL BIBRON & DUMERIL",1854
"Pseudoboa","serrana","MORATO MOURA-LEITE PRUDENTE & BERNILS",1995
"Pseudoboodon","boehmei","RASMUSSEN & LARGEN",1992
"Pseudoboodon","gascae","PERACCA",1897
"Pseudoboodon","lemniscatus","DUMERIL BIBRON & DUMERIL",1854
"Pseudoboodon","sandfordorum","SPAWLS",2004
"Pseudocalotes","andamanensis","BOULENGER",1891
"Pseudocalotes","austeniana","ANNANDALE",1908
"Pseudocalotes","baliomus","HARVEY SHANEY HAMIDY KURNIAWAN & SMITH",2017
"Pseudocalotes","bapoensis","YANG SU & LI",1979
"Pseudocalotes","brevipes","WERNER",1904
"Pseudocalotes","cybelidermus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH",2014
"Pseudocalotes","dringi","HALLERMANN & BOHME",2000
"Pseudocalotes","drogon","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS",2016
"Pseudocalotes","flavigula","SMITH",1924
"Pseudocalotes","floweri","BOULENGER",1912
"Pseudocalotes","guttalineatus","HARVEY HAMIDY KURNIAWAN SHANEY & SMITH",2014
"Pseudocalotes","kakhienensis","ANDERSON",1879
"Pseudocalotes","khaonanensis","CHAN-ARD COTA MAKCHAI & LAOTEOW",2008
"Pseudocalotes","kingdonwardi","SMITH",1935
"Pseudocalotes","larutensis","HALLERMANN & MCGUIRE",2001
"Pseudocalotes","microlepis","BOULENGER",1888
"Pseudocalotes","poilani","BOURRET",1939
"Pseudocalotes","rhaegal","GRISMER QUAH WOOD ANUAR MUIN DAVIS MURDOCH GRISMER COTA & COBOS",2016
