"genus","species","subspecies","authority","year"
"Varanus","salvator","ziegleri","KOCH & BOHME",2010
"Varanus","storri","storri","MERTENS",1966
"Varanus","storri","ocreatus","STORR",1980
"Varanus","tristis","tristis","SCHLEGEL",1839
"Varanus","tristis","orientalis","FRY",1913
"Vipera","ammodytes","ammodytes","LINNAEUS",1758
"Vipera","ammodytes","meridionalis","BOULENGER",1903
"Vipera","ammodytes","montandoni","BOULENGER",1904
"Vipera","anatolica","anatolica","EISELT & BARAN",1970
"Vipera","anatolica","senliki","GOCMEN MEBERT KARIS OGUZ & URSENBACHER",2017
"Vipera","aspis","aspis","LINNAEUS",1758
"Vipera","aspis","atra","MEISNER",1820
"Vipera","aspis","francisciredi","LAURENTI",1768
"Vipera","aspis","hugyi","SCHINZ",1833
"Vipera","aspis","zinnikeri","KRAMER",1958
"Vipera","berus","berus","LINNAEUS",1758
"Vipera","berus","bosniensis","BOETTGER",1889
"Vipera","berus","sachalinensis","TZAREVSKY",1917
"Vipera","darevskii","darevskii","VEDMEDERJA ORLOV & TUNIYEV",1986
"Vipera","darevskii","kumlutasi","TUNIYEV AVCI TUNIYEV ILGAZ OLGUN PETROVA BODROV GENIEZ & TEYNIE",2018
"Vipera","darevskii","uzumorum","TUNIYEV AVCI TUNIYEV ILGAZ OLGUN PETROVA BODROV GENIEZ & TEYNIE",2018
"Vipera","eriwanensis","eriwanensis","REUSS",1933
"Vipera","eriwanensis","ebneri","KNOEPFFLER & SOCHUREK",1955
"Vipera","latastei","latastei","BOSCA",1878
"Vipera","latastei","gaditana","SAINT GIRONS",1977
"Vipera","renardi","renardi","CHRISTOPH",1861
"Vipera","renardi","bashkirovi","GARANIN PAVLOV & BAKIEV in BAKIEV et al.",2004
"Vipera","renardi","parursinii","NILSON & ANDREN",2001
"Vipera","renardi","puzanovi","KUKUSKIN",2009
"Vipera","renardi","tienshanica","NILSON & ANDREN",2001
"Vipera","seoanei","seoanei","LATASTE",1879
"Vipera","seoanei","cantabrica","BRANA & BAS",1983
"Vipera","ursinii","macrops","MEHELY",1911
"Vipera","ursinii","moldavica","NILSON ANDREN & JOGER",1993
"Vipera","ursinii","rakosiensis","MEHELY",1893
"Vipera","ursinii","ursinii","BONAPARTE",1835
"Virginia","valeriae","elegans","KENNICOTT",1859
"Virginia","valeriae","pulchra","RICHMOND",1954
"Virginia","valeriae","valeriae","BAIRD & GIRARD",1853
"Xantusia","riversiana","reticulata","SMITH",1946
"Xantusia","riversiana","riversiana","COPE",1883
"Xenocalamus","bicolor","australis","FITZSIMONS",1946
"Xenocalamus","bicolor","bicolor","GUNTHER",1868
"Xenocalamus","bicolor","lineatus","ROUX",1907
"Xenocalamus","bicolor","machadoi","LAURENT",1954
"Xenocalamus","bicolor","maculatus","FITZSIMONS",1937
"Xenocalamus","bicolor","pernasutus","WERNER",1915
"Xenocalamus","mechowii","inornatus","WITTE & LAURENT",1947
"Xenocalamus","mechowii","mechowii","PETERS",1881
"Xenodon","dorbignyi","chacoensis","LEMA",1994
"Xenodon","dorbignyi","orientalis","LEMA",1994
"Xenodon","dorbignyi","uruguayensis","LEMA",1994
"Xenodon","dorbignyi","dorbignyi","DUMERIL BIBRON & DUMERIL",1854
"Xenosaurus","grandis","grandis","GRAY",1856
"Xenosaurus","grandis","sanmartinensis","WERLER & SHANNON",1961
"Zamenis","hohenackeri","hohenackeri","STRAUCH",1873
"Zamenis","hohenackeri","lyciensis","HOFMANN MEBERT SCHULZ HELFENBERGER GOCMEN & BOHME",2018
"Zamenis","hohenackeri","tauricus","WERNER",1898
"Zonosaurus","madagascariensis","madagascariensis","GRAY",1845
"Zonosaurus","madagascariensis","insulanus","BRYGOO",1985
"Zootoca","vivipara","louislantzi","ARRIBAS",2009
"Zootoca","vivipara","pannonica","LAC & KLUCH",1968
"Zootoca","vivipara","vivipara","LICHTENSTEIN",1823
"Zootoca","vivipara","carniolica","MAYER BOHME TIEDEMANN & BISCHOFF",2000
"Zygaspis","vandami","vandami","FITZSIMONS",1930
"Zygaspis","vandami","arenicola","BROADLEY & BROADLEY",1997
